UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Nearby Volcanos
ARAU0004,ARAUCA-4,19201,Arauca,Llanos Orientales,6.982347,-71.835658,1248171.557123,1264153.328383,618.0,188.3664,27.258167999999998,204.0,95.55555555555556,17203.0,5243.4744,108.66029732419577,15.524463955463533,2009.0,375782.3450208737,0
ARAC0001,ARAUCO-1,6436,Casanare,Llanos Orientales,5.251782,-71.384182,1299068.49685,1072826.468767,466.0,142.0368,27.489815999999998,194.0,90.0,6436.0,1961.6928,96.31256511055078,35.083346949405524,2009.0,398276.47125936556,0
ARAC0002,ARAUCO-2,7253,Casanare,Llanos Orientales,5.2573362,-71.38093,1299426.7198331,1073442.878336,468.0,142.6464,27.486767999999998,196.0,91.11111111111111,7253.0,2210.7144000000003,98.45371246420117,32.10136255691878,2009.0,398564.459535297,0
ARAC0003,ARAUCO-3,7200,Casanare,Llanos Orientales,5.2569938,-71.3812239,1299394.2664027,1073404.8315062,469.0,142.9512,27.485243999999998,202.0,94.44444444444444,7193.0,2192.4264000000003,101.71110833820211,33.85557861290217,2009.0,398536.39593890327,0
ARAQ0001,ARAUQUITA-1,13093,Arauca,Llanos Orientales,6.912975,-71.423997,1293745.555615,1256710.193664,502.0,153.0096,27.434952,223.0,106.11111111111111,11965.0,3646.9320000000002,118.7902841827341,25.04991378581616,2009.0,415324.86082673713,0
ARBO0001X,ARBOLETES-1X,8832,Cordoba,Sinú-San Jacinto,8.873997,-76.403694,744427.070752,1473571.891004,51.0,15.5448,28.122276,180.0,82.22222222222223,8743.0,2664.8664000000003,91.43487987239975,23.75826565729514,2008.0,392356.9498806167,0
ARCA0001,ARCANGEL-1,7591,Cesar,Valle Medio del Magdalena,8.106681,-73.562017,1057193.326497,1387943.868077,354.0,107.89920000000001,27.660504,150.0,65.55555555555556,7591.0,2313.7368,73.32593751589998,19.73665868818786,2008.0,313842.15998381923,0
ARCE0001,ARCE-1,3024,Santander,Valle Medio del Magdalena,6.488983,-74.386503,966197.336405,1209010.655254,358.0,109.11840000000001,27.654408,150.0,65.55555555555556,3024.0,921.7152000000001,67.95462506519094,43.72306875832245,2008.0,112894.40670441942,0
ARCE0002,ARCE-2,2909,Santander,Valle Medio del Magdalena,6.489619,-74.386732,966172.003293,1209080.995541,361.0,110.03280000000001,27.649836,112.0,44.44444444444444,2909.0,886.6632000000001,46.73007951531872,21.519155768863218,2008.0,112938.68525843443,0
AREO0001,ARENOSA-1_VMM,9535.5,Santander,Valle Medio del Magdalena,7.185358,-73.752306,1036297.104368,1286026.501169,333.0,101.4984,27.692508,169.0,76.11111111111111,9704.999999999998,2958.0839999999994,86.47826686175465,19.872917355205146,2008.0,216777.3895859415,0
ARNS0001,ARENOSA-1_VSM,4730,Huila,Valle Superior del Magdalena,3.189553,-75.267731,868073.16771,844213.208443,385.0,117.348,27.61326,126.0,52.22222222222222,3359.0,1023.8232,54.96032241559004,26.710727414254766,2008.0,89501.06169497203,0
ARIN0001,ARIANNA-1,4505,Cordoba,Valle Inferior del Magdalena,8.646641,-75.384139,856546.465439,1447871.837635,320.0,97.536,27.71232,132.0,55.55555555555556,4505.0,1373.124,59.540841773688676,23.17964129509693,2008.0,336586.78134555166,0
ARIN0003,ARIANNA-3,4924,Cordoba,Valle Inferior del Magdalena,8.648055,-75.389889,855913.893699,1448030.447429,259.0,78.9432,27.805284,122.0,50.0,4935.0,1504.188,54.48330971355753,17.735832032669805,2008.0,336831.18831259164,0
ARIA0001,ARIARI-1,7650,Meta,Llanos Orientales,3.520336,-73.693897,1043004.116643,880723.881079,1062.0,323.6976,26.581512,156.0,68.88888888888889,7650.0,2331.7200000000003,76.73388100308019,21.50874419016013,2009.0,191325.27744587057,0
ARIM0001,ARIMENA-1,6625,Casanare,Llanos Orientales,4.7363972,-71.6485194,1269945.9461841,1015661.9338253,465.0,141.732,27.49134,167.0,75.0,6625.0,2019.3000000000002,81.54971783725136,26.77085021406,2009.0,380492.2132158723,0
ARJO0002,ARJONA-2,7000,Cesar,Valle Inferior del Magdalena,9.537856,-73.962306,1013022.959549,1546200.0632,255.0,77.724,27.81138,149.0,65.0,6999.999999999999,2133.6,72.02256142643431,20.72140111850127,2008.0,446177.3155526935,0
ARME0001,ARMERO-1,3478,Tolima,Valle Medio del Magdalena,4.914911,-74.873508,912085.152025,1034981.347336,850.0,259.08000000000004,26.9046,119.0,48.333333333333336,3481.0,1061.0088,51.197973758446324,22.89648658752531,2008.0,49309.35250776049,0
ARME0002,ARMERO-2,1953,Tolima,Valle Medio del Magdalena,4.905508,-74.892925,909930.033563,1033944.03198,,259.0,26.905,115.0,46.111111111111114,1953.0,595.2744,47.51653533700893,34.62526750185953,2008.0,47098.14312286684,0
ARRO0001,ARROYO-1,2096,Huila,Valle Superior del Magdalena,3.123508,-75.356489,858196.216813,836920.071605,505.0,505.0,25.675,126.0,52.22222222222222,2095.0,638.556,53.750991977635486,43.9679401299737,2008.0,77862.96240346706,0
ARRU0001,ARRUGAS-1,7663,Santander,Valle Medio del Magdalena,6.781392,-73.662531,1046253.111357,1241357.96211,562.0,171.29760000000002,27.343512,190.0,87.77777777777779,7664.0,2335.9872,95.64046886468851,29.236871188630023,2008.0,190854.6991311455,0
ARUC0001,ARUCHARA-1,9715,Guajira,Guajira,11.413205,-72.76908,1143181.430717,1753959.203686,76.0,23.1648,28.084176,162.0,72.22222222222223,9715.0,2961.132,82.60100362433172,18.41080628095327,2008.0,684695.5842467386,0
ARUC0002,ARUCHARA-2,9011,Guajira,Guajira,11.440394,-72.768838,1143194.186429,1756967.671073,90.0,27.432000000000002,28.062839999999998,168.0,75.55555555555556,9011.0,2746.5528,85.09612822765467,20.765407542012184,2008.0,687532.4592392799,0
00009455,ATADERO-1,1256,Cundinamarca,Cordillera oriental,4.211595,-74.336553,971617.839364,957159.42024,9368.0,2855.3664000000003,13.923167999999997,108.0,42.22222222222222,4000.0,1219.2,45.642388415353494,26.016420944351623,2008.0,95484.11455189635,0
AURO0001,AURORA-1,7965,Huila,Valle Superior del Magdalena,3.042769,-75.316558,862625.593343,827984.687864,1646.0,501.7008,25.691496,157.0,69.44444444444444,7966.000000000001,2428.0368000000003,77.68823660190932,21.415136954229574,2008.0,80165.56289512853,0
AURO0002,AURORA-2,8106,Huila,Valle Superior del Magdalena,3.036419,-75.313936,862916.364162,827282.017386,1583.0,482.4984,25.787508,160.0,71.11111111111111,8106.000000000001,2470.7088000000003,79.53095537401326,21.752238618332218,2008.0,80339.92441122686,0
AUST0001,AUSTRAL-1,11029.59961,Meta,Llanos Orientales,4.022164,-73.458267,1069147.616822,936233.590862,987.0,300.8376,26.695812,210.0,98.8888888888889,11013.0,3356.7624,110.68365303265924,25.02049028929162,2009.0,195142.94830119458,0
AUST0001R,AUSTRAL-1R,10800,Meta,Llanos Orientales,4.022296,-73.458226,1069152.081342,936248.180761,982.0,299.3136,26.703432,230.0,110.0,10800.0,3291.84,121.57694500445581,28.820815411580092,2009.0,195144.22517395113,0
AUST0002,AUSTRAL-2,10580,Meta,Llanos Orientales,4.021857,-73.454194,1069600.004701,936199.997498,980.0,298.704,26.70648,210.0,98.8888888888889,10580.0,3224.784,110.23424020231775,25.901815502160066,2009.0,195591.47489627666,0
AYAP0001,AYAPEL-1,7809,Cordoba,Valle Inferior del Magdalena,8.400767,-75.171764,879850.06018,1420599.930975,65.0,19.812,28.100939999999998,148.0,64.44444444444444,7808.999999999999,2380.1832,72.49030091604585,18.6495564358432,2008.0,306870.14687034464,0
AYHO0001,AYHOMBE-1,11060,Sucre,Valle Inferior del Magdalena,9.469942,-75.001525,898897.680053,1538819.798869,295.0,89.91600000000001,27.75042,182.0,83.33333333333334,11060.0,3371.088,95.1752666935917,20.000915637204276,2008.0,424890.97896683536,0
AYSI0001,AYSISI-1,6981,Casanare,Llanos Orientales,5.552917,-72.219967,1206238.32048,1105807.128263,1362.0,415.1376,26.124312,158.0,70.0,6923.0,2110.1304,76.9252809364869,24.074800749985354,2009.0,303416.80113816226,0
AZUL0002,AZUL GRANDE-2,9950,Putumayo,Caguan-Putumayo,0.283453,-76.599747,719506.507473,522820.628437,891.0,271.5768,26.842116,209.0,98.33333333333334,9950.0,3032.76,108.98260964897376,27.084402870314086,2008.0,100208.8106248182,0
BABI0001,BABILLA-1,8719.5,Huila,Valle Superior del Magdalena,3.05175,-75.339747,860048.278939,828980.970184,468.0,468.0,25.86,165.0,73.88888888888889,8725.0,2659.38,83.07938211973479,21.516060931395582,2008.0,77803.05093748073,0
BABI0002,BABILLA-2,2340,Huila,Valle Superior del Magdalena,3.078261,-75.328169,861339.070622,831911.728555,1511.0,460.55280000000005,25.897236,116.0,46.66666666666667,2340.0,713.2320000000001,48.41446914950295,31.57069950521422,2008.0,79649.57761093746,0
BACH0001,BACHE-1,3530,Huila,Valle Superior del Magdalena,2.975311,-75.350061,858891.586631,820527.737304,490.0,490.0,25.75,134.0,56.66666666666667,3557.9999999999995,1084.4784,59.6119892962703,31.22421737147582,2008.0,75566.26717690846,0
BRIN0010,BAJO RIO NORTE-10,2370,Boyacá,Valle Medio del Magdalena,6.097736,-74.589531,943696.643333,1165759.445834,449.0,136.8552,27.515724,112.0,44.44444444444444,2370.0,722.3760000000001,46.21959899054466,25.892160025450266,2008.0,64568.46134793417,0
BRIN0011,BAJO RIO NORTE-11,2047,Boyacá,Valle Medio del Magdalena,6.097703,-74.5895,943700.027367,1165755.770974,449.0,136.8552,27.515724,110.0,43.333333333333336,2047.0,623.9256,44.8201093907746,27.734693673051076,2008.0,64567.803281409666,0
BRIN0012,BAJO RIO NORTE-12,2261,Boyacá,Valle Medio del Magdalena,6.095506,-74.588153,943848.948384,1165512.648136,451.0,137.4648,27.512676,116.0,46.66666666666667,2261.0,689.1528000000001,48.342993105173505,30.22597761363446,2008.0,64474.2380836602,0
BRIN0013,BAJO RIO NORTE-13,2270,Boyacá,Valle Medio del Magdalena,6.095385,-74.588092,943855.633292,1165499.215933,451.0,137.4648,27.512676,110.0,43.333333333333336,2270.0,691.8960000000001,45.01776212058605,25.300169563902735,2008.0,64468.18711638577,0
BRIN0019,BAJO RIO NORTE-19,2524,Boyacá,Valle Medio del Magdalena,6.08966,-74.583466,944367.210966,1164865.596223,457.0,139.2936,27.503532,110.0,43.333333333333336,2524.0,769.3152,45.25068747246859,23.06877008600453,2008.0,64309.76029976683,0
BRIN0008,BAJO RIO NORTE-8,2206,Boyacá,Valle Medio del Magdalena,6.097803,-74.589592,943689.875275,1165766.806614,449.0,136.8552,27.515724,103.0,39.44444444444444,2206.0,672.3888000000001,41.071484070267196,20.16059766353514,2008.0,64569.9347397286,0
BRIO0001,BAJO RIO-1,8021,Antioquia,Valle Medio del Magdalena,6.946972,-73.983742,1010739.044089,1259650.902925,353.0,107.59440000000001,27.662028,160.0,71.11111111111111,7444.0,2268.9312,78.69548686536544,22.49229014320286,2008.0,180201.98547883073,0
BRIO0013,BAJO RIO-13,2593,Antioquia,Valle Medio del Magdalena,6.082466,-74.585613,944128.708777,1164070.21739,450.0,137.16,27.5142,110.0,43.333333333333336,2593.0,790.3464,45.31536238748629,22.523240932692662,2008.0,63547.554665854856,0
BRIO0016,BAJO RIO-16,2748,Antioquia,Valle Medio del Magdalena,6.083133,-74.580152,944733.439398,1164143.432073,451.0,137.4648,27.512676,106.0,41.111111111111114,2748.0,837.5904,43.240556939972016,18.77753247884887,2008.0,63998.79692924165,0
BAJO0001,BAJO-1,8760,Magdalena,Valle Inferior del Magdalena,9.5199,-74.632353,939450.996556,1544260.023084,179.0,54.559200000000004,27.927204,128.0,53.333333333333336,3994.9999999999995,1217.676,56.74802055570877,23.6687070745492,2008.0,431933.7286079392,0
BALC0001W,BALCON WEST-1,9408,Huila,Valle Superior del Magdalena,3.209283,-75.361639,857635.318017,846408.042731,2900.0,883.9200000000001,23.7804,177.0,80.55555555555556,9460.0,2883.4080000000004,90.63516108534424,23.18602191758649,2008.0,80570.88030496755,0
BALC0001STV,BALCON-1 ST-V,0,Huila,Valle Superior del Magdalena,3.186469,-75.331669,860964.181638,843880.582728,1487.0,453.23760000000004,25.933812,185.0,85.0,9692.0,2954.1216,95.35202888942311,23.49876758269636,2008.0,82711.18791114377,0
BALC0010,BALCON-10,9280.7002,Huila,Valle Superior del Magdalena,3.198025,-75.338236,860235.660976,845159.584936,521.0,521.0,25.595,198.0,92.22222222222223,10728.0,3269.8944,103.72408965010551,23.89345957169305,2008.0,82495.19601301267,0
00009433,BALCON-15H,11010,Huila,Valle Superior del Magdalena,3.195483,-75.33152,860982.036666,844877.503342,1541.0,469.6968,25.851516,125.0,51.66666666666667,11010.0,3355.848,63.4584087876205,11.206375493651828,2008.0,83085.48229095546,0
BALC0002,BALCON-2,10226.90039,Huila,Valle Superior del Magdalena,3.195419,-75.331808,860949.942018,844870.518954,474.0,474.0,25.83,191.0,88.33333333333334,10240.0,3121.152,99.30866565545627,23.542161886206202,2008.0,83053.10712807465,0
BALC0023,BALCON-23,8035,Huila,Valle Superior del Magdalena,3.171852,-75.332434,860877.214997,842263.912842,1451.0,442.26480000000004,25.988675999999998,162.0,72.22222222222223,8035.0,2449.068,80.5528427840018,22.279563811213816,2008.0,82071.88189042507,0
BALC0025,BALCON-25,10450,Huila,Valle Superior del Magdalena,3.180013,-75.334732,860622.804356,843166.894754,1558.0,474.8784,25.825608,156.0,68.88888888888889,7163.999999999999,2183.5872,76.11885592733248,23.03239729896405,2008.0,82141.59209217282,0
BALC0003,BALCON-3,11449.7002,Huila,Valle Superior del Magdalena,3.2188,-75.333153,860803.625043,847456.721506,549.0,549.0,25.455,198.0,92.22222222222223,10844.0,3305.2512,103.84469433346312,23.716713069633897,2008.0,83895.0770673937,0
BALC0004,BALCON-4,10546.5,Huila,Valle Superior del Magdalena,3.207533,-75.322467,861990.146554,846209.116674,467.0,467.0,25.865,150.0,65.55555555555556,7621.999999999999,2323.1856,73.3651436054513,20.446125184940584,2008.0,84513.23052758793,0
BALC0005,BALCON-5,10167,Huila,Valle Superior del Magdalena,3.198239,-75.33815,860245.262407,845183.231752,524.0,524.0,25.58,140.0,60.0,1980.0,603.504,61.428670645188646,59.40088325046503,2008.0,82512.85835140625,0
BALC0006,BALCON-6,9450,Huila,Valle Superior del Magdalena,3.186467,-75.331878,860941.011484,843880.312215,465.0,465.0,25.875,199.0,92.77777777777779,10032.0,3057.7536,103.52015614396315,25.39287539190965,2008.0,82689.39783008977,0
BALC0008,BALCON-8,11570,Huila,Valle Superior del Magdalena,3.180389,-75.335019,860590.912752,843208.499057,477.0,477.0,25.814999999999998,210.0,98.8888888888889,11498.0,3504.5904,111.15368697270597,24.350545208565876,2008.0,82126.20363423403,0
BALC0009,BALCON-9,11518,Huila,Valle Superior del Magdalena,3.220144,-75.340819,859951.465635,847606.469217,658.0,658.0,24.91,188.0,86.66666666666667,11570.0,3526.536,98.99792449525793,21.008696492892156,2008.0,83171.33779917959,0
BALL0001,BALLENA-1,6942,Guajira,Guajira,11.680472,-72.71885,1148523.978201,1783557.409173,4.0,4.0,28.18,142.0,61.111111111111114,6942.0,2115.9216,68.06038909923429,18.847763120918223,2008.0,714443.1841128861,0
BALL0011,BALLENA-11,5331,Guajira,Guajira,11.699928,-72.721567,1148217.338736,1785708.74741,6.0,6.0,28.169999999999998,127.0,52.77777777777778,5300.0,1615.44,57.69440733598774,18.276387446137115,2008.0,716369.413924341,0
BALL0002,BALLENA-2,6720,Guajira,Guajira,11.699025,-72.730275,1147268.140078,1785604.297574,4.0,4.0,28.18,136.0,57.77777777777778,6720.0,2048.2560000000003,64.44703332411945,17.706299077907957,2008.0,715947.2861521107,0
BALL0005,BALLENA-5,5400,Guajira,Guajira,11.694333,-72.739208,1146296.391732,1785080.521849,6.0,6.0,28.169999999999998,136.0,57.77777777777778,5400.0,1645.92,62.81463875738972,21.04879870065965,2008.0,715122.1947665303,0
BALL0006,BALLENA-6,8447,Guajira,Guajira,11.698617,-72.731208,1147166.575534,1785558.632871,2.0,2.0,28.189999999999998,128.0,53.333333333333336,6897.0,2102.2056000000002,60.22578452922657,15.239130049518739,2008.0,715869.637423245,0
BALL0007,BALLENA-7,7050,Guajira,Guajira,11.694478,-72.738414,1146382.949717,1785096.922085,19.0,5.7912,28.171044,140.0,60.0,7050.0,2148.84,67.08576844239792,18.109642617597366,2008.0,715167.101581893,0
BALS0001,BALSAMO-1,10706,Magdalena,Valle Inferior del Magdalena,10.283256,-74.716783,930341.127359,1628714.4329,104.0,31.6992,28.041504,190.0,87.77777777777779,10612.0,3234.5376,99.15721475086319,21.98636081734316,2008.0,515998.26154809596,0
BALS0002,BALSAMO-2,10007,Magdalena,Sinú-San Jacinto,10.171614,-74.85825,914812.946586,1616398.7229,125.0,38.1,28.0095,178.0,81.11111111111111,10000.0,3048.0,91.81723925069967,20.934297654429024,2008.0,503013.66536370333,0
BALO0001,BALSO-1,2703,Boyacá,Valle Medio del Magdalena,6.179811,-74.540508,949131.312396,1174831.369176,423.0,128.93040000000002,27.555348,105.0,40.55555555555556,2703.0,823.8744,42.64190156673218,18.311715434697547,2008.0,75077.44535827608,0
BAMU0001,BAMBUCO-1,8004,Antioquia,Valle Medio del Magdalena,6.874297,-74.081825,999899.639757,1251612.555359,276.0,84.12480000000001,27.779376,122.0,50.0,3959.0000000000005,1206.7032000000002,53.37530902305966,21.211456987152808,2008.0,167286.9698088741,0
BARB0002,BARBACOAS-2,6106,Santander,Valle Medio del Magdalena,6.61255,-74.264064,979746.075378,1222669.436019,358.0,109.11840000000001,27.654408,123.0,50.55555555555556,6103.0,1860.1944,56.45298914556669,15.481490077363251,2008.0,131907.31475208225,0
BARB0003,BARBACOAS-3,6228,Santander,Valle Medio del Magdalena,6.578925,-74.264128,979737.64294,1218950.824814,390.0,118.872,27.60564,135.0,57.22222222222222,6224.0,1897.0752,63.270046904399855,18.799680109886975,2008.0,128886.16466276183,0
BARQ0001,BARQUERENA-1,11020,Casanare,Llanos Orientales,5.3959861,-71.8745361,1244601.4624976,1088571.7326428,580.0,176.78400000000002,27.31608,197.0,91.66666666666667,10987.0,3348.8376000000003,103.43519555064884,22.730011019539685,2009.0,342657.663390323,0
BARQ0003,BARQUERENA-3,11501,Casanare,Llanos Orientales,5.3921472,-71.873925,1244670.782,1088147.141,577.0,175.86960000000002,27.320652,213.0,100.55555555555556,11501.0,3505.5048,112.82314073773324,24.390920456800757,2009.0,342761.4730681289,0
BLEB0010,BARRANCA LEBRIJA-10,7758,Santander,Valle Medio del Magdalena,8.007675,-73.7296,1038731.384984,1376974.127089,135.0,41.148,27.99426,153.0,67.22222222222223,7756.999999999999,2364.3336,75.20242536141426,19.96679544773811,2008.0,295360.38197669975,0
BLEB0011,BARRANCA LEBRIJA-11,7197,Cesar,Valle Medio del Magdalena,8.029803,-73.732778,1038378.96584,1379421.145167,136.0,41.4528,27.992736,142.0,61.111111111111114,5997.0,1827.8856,66.87727475382852,21.272960820867844,2008.0,297385.8686721427,0
BLEB0002,BARRANCA LEBRIJA-2,7055,Cesar,Valle Medio del Magdalena,8.024033,-73.734878,1038147.996651,1378782.84732,134.0,40.8432,27.995784,151.0,66.11111111111111,7055.0,2150.364,73.20320169505553,21.023146637060297,2008.0,296709.5152268413,0
BLEB0003,BARRANCA LEBRIJA-3,5838,Cesar,Valle Medio del Magdalena,8.063131,-73.758458,1035545.006232,1383104.852978,132.0,40.2336,27.998832,140.0,60.0,5838.0,1779.4224000000002,65.57017554635627,21.11434786161862,2008.0,299420.7131079621,0
BLEB0004,BARRANCA LEBRIJA-4,4895,Cesar,Valle Medio del Magdalena,8.054189,-73.746694,1036842.577622,1382116.950331,134.0,40.8432,27.995784,137.0,58.333333333333336,4895.0,1491.996,62.76971944074395,23.306989724331665,2008.0,299109.50939293375,0
BLEB0005,BARRANCA LEBRIJA-5,6500,Cesar,Valle Medio del Magdalena,8.039972,-73.739189,1037671.258487,1380545.277993,134.0,40.8432,27.995784,142.0,61.111111111111114,6500.0,1981.2,67.50387363499496,19.941494869268606,2008.0,298071.51664707647,0
BLEB0006,BARRANCA LEBRIJA-6,6788,Santander,Valle Medio del Magdalena,8.032672,-73.737483,1037859.958341,1379738.0611,135.0,41.148,27.99426,138.0,58.88888888888889,6787.999999999999,2068.9824,65.64382480216369,18.197141165707208,2008.0,297433.6450792595,0
BLEB0007,BARRANCA LEBRIJA-7,6572,Santander,Valle Medio del Magdalena,8.024803,-73.743047,1037247.306717,1378867.202993,136.0,41.4528,27.992736,146.0,63.333333333333336,6572.0,2003.1456,69.81645318790608,20.879020071185078,2008.0,296375.77071909414,0
